timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
2017/03/13 15:14:09,16961,Go to demo.hub3c.com A,200,OK,userGroup 1-192,text,true,,5073,183,999,999,https://demo.hub3c.com/,16961,1,0,0,592
2017/03/13 15:14:09,16993,Go to demo.hub3c.com A,200,OK,userGroup 1-209,text,true,,5073,183,999,999,https://demo.hub3c.com/,16993,1,0,0,615
2017/03/13 15:14:09,17028,Go to demo.hub3c.com A,200,OK,userGroup 1-242,text,true,,5073,183,999,999,https://demo.hub3c.com/,17028,1,0,0,643
2017/03/13 15:14:09,16983,Go to demo.hub3c.com A,200,OK,userGroup 1-185,text,true,,5073,183,999,999,https://demo.hub3c.com/,16983,1,0,0,594
2017/03/13 15:14:09,16992,Go to demo.hub3c.com A,200,OK,userGroup 1-186,text,true,,5073,183,999,999,https://demo.hub3c.com/,16992,1,0,0,600
2017/03/13 15:14:09,17029,Go to demo.hub3c.com A,200,OK,userGroup 1-235,text,true,,5073,183,999,999,https://demo.hub3c.com/,17029,1,0,0,641
2017/03/13 15:14:09,16990,Go to demo.hub3c.com A,200,OK,userGroup 1-188,text,true,,5073,183,999,999,https://demo.hub3c.com/,16990,1,0,0,599
2017/03/13 15:14:08,17412,Go to demo.hub3c.com A,200,OK,userGroup 1-143,text,true,,5073,183,999,999,https://demo.hub3c.com/,17412,1,0,0,939
2017/03/13 15:14:09,17485,Go to demo.hub3c.com A,200,OK,userGroup 1-226,text,true,,5073,183,999,999,https://demo.hub3c.com/,17485,1,0,0,627
2017/03/13 15:14:09,17558,Go to demo.hub3c.com A,200,OK,userGroup 1-199,text,true,,5073,183,999,999,https://demo.hub3c.com/,17558,1,0,0,601
2017/03/13 15:14:09,17984,Go to demo.hub3c.com A,200,OK,userGroup 1-239,text,true,,5073,183,999,999,https://demo.hub3c.com/,17984,1,0,0,649
2017/03/13 15:14:09,17978,Go to demo.hub3c.com A,200,OK,userGroup 1-225,text,true,,5073,183,999,999,https://demo.hub3c.com/,17978,1,0,0,659
2017/03/13 15:14:09,17952,Go to demo.hub3c.com A,200,OK,userGroup 1-198,text,true,,5073,183,999,999,https://demo.hub3c.com/,17952,1,0,0,615
2017/03/13 15:14:09,17846,Go to demo.hub3c.com A,200,OK,userGroup 1-261,text,true,,5073,183,999,999,https://demo.hub3c.com/,17846,1,0,0,524
2017/03/13 15:14:09,17843,Go to demo.hub3c.com A,200,OK,userGroup 1-259,text,true,,5073,183,999,999,https://demo.hub3c.com/,17843,1,0,0,521
2017/03/13 15:14:09,17990,Go to demo.hub3c.com A,200,OK,userGroup 1-215,text,true,,5073,183,999,999,https://demo.hub3c.com/,17990,1,0,0,649
2017/03/13 15:14:09,17863,Go to demo.hub3c.com A,200,OK,userGroup 1-256,text,true,,5073,183,999,999,https://demo.hub3c.com/,17863,1,0,0,528
2017/03/13 15:14:09,17981,Go to demo.hub3c.com A,200,OK,userGroup 1-197,text,true,,5073,183,999,999,https://demo.hub3c.com/,17981,1,0,0,648
2017/03/13 15:14:09,17884,Go to demo.hub3c.com A,200,OK,userGroup 1-258,text,true,,5073,183,999,999,https://demo.hub3c.com/,17884,1,0,0,550
2017/03/13 15:14:09,17881,Go to demo.hub3c.com A,200,OK,userGroup 1-254,text,true,,5073,183,999,999,https://demo.hub3c.com/,17881,1,0,0,545
2017/03/13 15:14:08,18573,Go to demo.hub3c.com A,200,OK,userGroup 1-115,text,true,,5073,183,999,999,https://demo.hub3c.com/,18573,1,0,0,1126
2017/03/13 15:14:08,18879,Go to demo.hub3c.com A,200,OK,userGroup 1-5,text,true,,5073,183,999,999,https://demo.hub3c.com/,18879,1,0,0,1351
2017/03/13 15:14:08,18873,Go to demo.hub3c.com A,200,OK,userGroup 1-18,text,true,,5073,183,999,999,https://demo.hub3c.com/,18873,1,0,0,1347
2017/03/13 15:14:08,18902,Go to demo.hub3c.com A,200,OK,userGroup 1-14,text,true,,5073,183,999,999,https://demo.hub3c.com/,18902,1,0,0,1363
